,Marka:,Seri:,Model:,Yıl:,Yakıt Tipi:,Vites Tipi:,Motor Hacmi:,Motor Gücü:,Kilometre:,İlan No:
1370, Renault   , Fluence   , 1.5 dCi Touch Plus   , 2015   , Dizel   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 170.000 km   ,
1371, Peugeot   , 106   , XN   , 1999   , LPG & Benzin   , Düz   , 1124 cc   , 61 hp   , 261.500 km   ,
1372, Tofaş   , Doğan   , SLX   , 2001   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 260.000 km   ,
1373, BMW   , 3 Serisi   , 320d xDrive Comfort   , 2011   , Dizel   , Otomatik   , 1995 cc   , 184 hp   , 214.905 km   ,
1374, Tofaş   , Kartal   , Kartal 5 Vites   , 1994   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 95.000 km   ,
1375, Volkswagen   , Passat   , 1.8 TSi Comfortline   , 2010   , Benzin   , Otomatik   , 1798 cc   , 160 hp   , 122.500 km   ,
1376, Honda   , Civic   , 1.6 i-VTEC Elegance   , 2007   , LPG & Benzin   , Otomatik   , 1595 cc   , 125 hp   , 250.000 km   ,
1377, Ford   , Focus   , 1.6 Trend X   , 2015   , LPG & Benzin   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 52.000 km   ,
1378, Peugeot   , 206   , 1.6 XS   , 2003   , LPG & Benzin   , Düz   , 1587 cc   , 112 hp   , 174.500 km   ,
1379, Volkswagen   , Passat   , 1.6 TDi BlueMotion Trendline   , 2018   , Dizel   , Düz   , 1598 cc   , 120 hp   , 23.000 km   ,
1380, Fiat   , Punto   , EVO 1.3 Multijet Dynamic   , 2011   , Dizel   , Düz   , 1201 - 1400 cm3   , 51 - 75 HP   , 300.000 km   ,
1381, Honda   , Accord   , 2.0 Executive   , 2009   , LPG & Benzin   , Otomatik   , 1998 cc   , 156 hp   , 200.000 km   ,
1382, Ford   , Escort   , 1.6 CL   , 1996   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 220.000 km   ,
1383, Renault   , Symbol   , 1.4 Authentique   , 2008   , LPG & Benzin   , Düz   , 1390 cc   , 75 hp   , 121.000 km   ,
1384, Opel   , Insignia   , 1.6 CDTI Design   , 2017   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 200.000 km   ,
1385, Citroen   , C4   , 1.6 SX   , 2006   , LPG & Benzin   , Düz   , 1587 cc   , 111 hp   , 182.000 km   ,
1386, Citroen   , ZX   , 1.4 Avantage   , 1993   , Benzin   , Düz   , 1601 - 1800 cm3   , 101 - 125 HP   , 176.000 km   ,
1387, Seat   , Ibiza   , 1.4 Style   , 2013   , LPG & Benzin   , Düz   , 1390 cc   , 85 hp   , 89.000 km   ,
1388, Toyota   , Corolla   , 1.6 Advance   , 2017   , LPG & Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 47.000 km   ,
1389, Renault   , Fluence   , 1.5 dCi Touch Plus   , 2015   , Dizel   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 170.000 km   ,
1390, Peugeot   , 106   , XN   , 1999   , LPG & Benzin   , Düz   , 1124 cc   , 61 hp   , 261.500 km   ,
1391, Tofaş   , Doğan   , SLX   , 2001   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 260.000 km   ,
1392, BMW   , 3 Serisi   , 320d xDrive Comfort   , 2011   , Dizel   , Otomatik   , 1995 cc   , 184 hp   , 214.905 km   ,
1393, Tofaş   , Kartal   , Kartal 5 Vites   , 1994   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 95.000 km   ,
1394, Volkswagen   , Passat   , 1.8 TSi Comfortline   , 2010   , Benzin   , Otomatik   , 1798 cc   , 160 hp   , 122.500 km   ,
1395, Honda   , Civic   , 1.6 i-VTEC Elegance   , 2007   , LPG & Benzin   , Otomatik   , 1595 cc   , 125 hp   , 250.000 km   ,
1396, Ford   , Focus   , 1.6 Trend X   , 2015   , LPG & Benzin   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 52.000 km   ,
1397, Peugeot   , 206   , 1.6 XS   , 2003   , LPG & Benzin   , Düz   , 1587 cc   , 112 hp   , 174.500 km   ,
1398, Volkswagen   , Passat   , 1.6 TDi BlueMotion Trendline   , 2018   , Dizel   , Düz   , 1598 cc   , 120 hp   , 23.000 km   ,
1399, Fiat   , Punto   , EVO 1.3 Multijet Dynamic   , 2011   , Dizel   , Düz   , 1201 - 1400 cm3   , 51 - 75 HP   , 300.000 km   ,
1400, Honda   , Accord   , 2.0 Executive   , 2009   , LPG & Benzin   , Otomatik   , 1998 cc   , 156 hp   , 200.000 km   ,
1401, Ford   , Escort   , 1.6 CL   , 1996   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 220.000 km   ,
1402, Renault   , Symbol   , 1.4 Authentique   , 2008   , LPG & Benzin   , Düz   , 1390 cc   , 75 hp   , 121.000 km   ,
1403, Opel   , Insignia   , 1.6 CDTI Design   , 2017   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 200.000 km   ,
1404, Citroen   , C4   , 1.6 SX   , 2006   , LPG & Benzin   , Düz   , 1587 cc   , 111 hp   , 182.000 km   ,
1405, Citroen   , ZX   , 1.4 Avantage   , 1993   , Benzin   , Düz   , 1601 - 1800 cm3   , 101 - 125 HP   , 176.000 km   ,
1406, Seat   , Ibiza   , 1.4 Style   , 2013   , LPG & Benzin   , Düz   , 1390 cc   , 85 hp   , 89.000 km   ,
1407, Toyota   , Corolla   , 1.6 Advance   , 2017   , LPG & Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 47.000 km   ,
1408, Renault   , Fluence   , 1.5 dCi Touch Plus   , 2015   , Dizel   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 170.000 km   ,
1409, Peugeot   , 106   , XN   , 1999   , LPG & Benzin   , Düz   , 1124 cc   , 61 hp   , 261.500 km   ,
1410, Tofaş   , Doğan   , SLX   , 2001   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 260.000 km   ,
1411, BMW   , 3 Serisi   , 320d xDrive Comfort   , 2011   , Dizel   , Otomatik   , 1995 cc   , 184 hp   , 214.905 km   ,
1412, Tofaş   , Kartal   , Kartal 5 Vites   , 1994   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 95.000 km   ,
1413, Volkswagen   , Passat   , 1.8 TSi Comfortline   , 2010   , Benzin   , Otomatik   , 1798 cc   , 160 hp   , 122.500 km   ,
1414, Honda   , Civic   , 1.6 i-VTEC Elegance   , 2007   , LPG & Benzin   , Otomatik   , 1595 cc   , 125 hp   , 250.000 km   ,
1415, Ford   , Focus   , 1.6 Trend X   , 2015   , LPG & Benzin   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 52.000 km   ,
1416, Peugeot   , 206   , 1.6 XS   , 2003   , LPG & Benzin   , Düz   , 1587 cc   , 112 hp   , 174.500 km   ,
1417, Volkswagen   , Passat   , 1.6 TDi BlueMotion Trendline   , 2018   , Dizel   , Düz   , 1598 cc   , 120 hp   , 23.000 km   ,
1418, Fiat   , Punto   , EVO 1.3 Multijet Dynamic   , 2011   , Dizel   , Düz   , 1201 - 1400 cm3   , 51 - 75 HP   , 300.000 km   ,
1419, Honda   , Accord   , 2.0 Executive   , 2009   , LPG & Benzin   , Otomatik   , 1998 cc   , 156 hp   , 200.000 km   ,
1420, Ford   , Escort   , 1.6 CL   , 1996   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 220.000 km   ,
1421, Renault   , Symbol   , 1.4 Authentique   , 2008   , LPG & Benzin   , Düz   , 1390 cc   , 75 hp   , 121.000 km   ,
1422, Opel   , Insignia   , 1.6 CDTI Design   , 2017   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 200.000 km   ,
1423, Citroen   , C4   , 1.6 SX   , 2006   , LPG & Benzin   , Düz   , 1587 cc   , 111 hp   , 182.000 km   ,
1424, Citroen   , ZX   , 1.4 Avantage   , 1993   , Benzin   , Düz   , 1601 - 1800 cm3   , 101 - 125 HP   , 176.000 km   ,
1425, Fiat   , Uno   , 70 S   , 1995   , LPG & Benzin   , Düz   , 1372 cc   , 71 hp   , 282.000 km   ,
1426, Seat   , Ibiza   , 1.4 Style   , 2013   , LPG & Benzin   , Düz   , 1390 cc   , 85 hp   , 89.000 km   ,
1427, Toyota   , Corolla   , 1.6 Advance   , 2017   , LPG & Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 47.000 km   ,
1428, Renault   , Fluence   , 1.5 dCi Touch Plus   , 2015   , Dizel   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 170.000 km   ,
1429, Peugeot   , 106   , XN   , 1999   , LPG & Benzin   , Düz   , 1124 cc   , 61 hp   , 261.500 km   ,
1430, Tofaş   , Doğan   , SLX   , 2001   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 260.000 km   ,
1431, BMW   , 3 Serisi   , 320d xDrive Comfort   , 2011   , Dizel   , Otomatik   , 1995 cc   , 184 hp   , 214.905 km   ,
1432, Tofaş   , Kartal   , Kartal 5 Vites   , 1994   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 95.000 km   ,
1433, Volkswagen   , Passat   , 1.8 TSi Comfortline   , 2010   , Benzin   , Otomatik   , 1798 cc   , 160 hp   , 122.500 km   ,
1434, Honda   , Civic   , 1.6 i-VTEC Elegance   , 2007   , LPG & Benzin   , Otomatik   , 1595 cc   , 125 hp   , 250.000 km   ,
1435, Ford   , Focus   , 1.6 Trend X   , 2015   , LPG & Benzin   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 52.000 km   ,
1436, Peugeot   , 206   , 1.6 XS   , 2003   , LPG & Benzin   , Düz   , 1587 cc   , 112 hp   , 174.500 km   ,
1437, Volkswagen   , Passat   , 1.6 TDi BlueMotion Trendline   , 2018   , Dizel   , Düz   , 1598 cc   , 120 hp   , 23.000 km   ,
1438, Fiat   , Punto   , EVO 1.3 Multijet Dynamic   , 2011   , Dizel   , Düz   , 1201 - 1400 cm3   , 51 - 75 HP   , 300.000 km   ,
1439, Honda   , Accord   , 2.0 Executive   , 2009   , LPG & Benzin   , Otomatik   , 1998 cc   , 156 hp   , 200.000 km   ,
1440, Ford   , Escort   , 1.6 CL   , 1996   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 220.000 km   ,
1441, Renault   , Symbol   , 1.4 Authentique   , 2008   , LPG & Benzin   , Düz   , 1390 cc   , 75 hp   , 121.000 km   ,
1442, Opel   , Insignia   , 1.6 CDTI Design   , 2017   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 200.000 km   ,
1443, Citroen   , C4   , 1.6 SX   , 2006   , LPG & Benzin   , Düz   , 1587 cc   , 111 hp   , 182.000 km   ,
1444, Fiat   , Uno   , 70 S   , 1995   , LPG & Benzin   , Düz   , 1372 cc   , 71 hp   , 282.000 km   ,
1445, Seat   , Ibiza   , 1.4 Style   , 2013   , LPG & Benzin   , Düz   , 1390 cc   , 85 hp   , 89.000 km   ,
1446, Toyota   , Corolla   , 1.6 Advance   , 2017   , LPG & Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 47.000 km   ,
1447, Renault   , Fluence   , 1.5 dCi Touch Plus   , 2015   , Dizel   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 170.000 km   ,
1448, Peugeot   , 106   , XN   , 1999   , LPG & Benzin   , Düz   , 1124 cc   , 61 hp   , 261.500 km   ,
1449, Tofaş   , Doğan   , SLX   , 2001   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 260.000 km   ,
1450, BMW   , 3 Serisi   , 320d xDrive Comfort   , 2011   , Dizel   , Otomatik   , 1995 cc   , 184 hp   , 214.905 km   ,
1451, Tofaş   , Kartal   , Kartal 5 Vites   , 1994   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 95.000 km   ,
1452, Volkswagen   , Passat   , 1.8 TSi Comfortline   , 2010   , Benzin   , Otomatik   , 1798 cc   , 160 hp   , 122.500 km   ,
1453, Honda   , Civic   , 1.6 i-VTEC Elegance   , 2007   , LPG & Benzin   , Otomatik   , 1595 cc   , 125 hp   , 250.000 km   ,
1454, Ford   , Focus   , 1.6 Trend X   , 2015   , LPG & Benzin   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 52.000 km   ,
1455, Peugeot   , 206   , 1.6 XS   , 2003   , LPG & Benzin   , Düz   , 1587 cc   , 112 hp   , 174.500 km   ,
1456, Volkswagen   , Passat   , 1.6 TDi BlueMotion Trendline   , 2018   , Dizel   , Düz   , 1598 cc   , 120 hp   , 23.000 km   ,
1457, Fiat   , Punto   , EVO 1.3 Multijet Dynamic   , 2011   , Dizel   , Düz   , 1201 - 1400 cm3   , 51 - 75 HP   , 300.000 km   ,
1458, Honda   , Accord   , 2.0 Executive   , 2009   , LPG & Benzin   , Otomatik   , 1998 cc   , 156 hp   , 200.000 km   ,
1459, Ford   , Escort   , 1.6 CL   , 1996   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 220.000 km   ,
1460, Renault   , Symbol   , 1.4 Authentique   , 2008   , LPG & Benzin   , Düz   , 1390 cc   , 75 hp   , 121.000 km   ,
1461, Opel   , Insignia   , 1.6 CDTI Design   , 2017   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 200.000 km   ,
1462, Citroen   , C4   , 1.6 SX   , 2006   , LPG & Benzin   , Düz   , 1587 cc   , 111 hp   , 182.000 km   ,
1463, Fiat   , Uno   , 70 S   , 1995   , LPG & Benzin   , Düz   , 1372 cc   , 71 hp   , 282.000 km   ,
1464, Seat   , Ibiza   , 1.4 Style   , 2013   , LPG & Benzin   , Düz   , 1390 cc   , 85 hp   , 89.000 km   ,
1465, Toyota   , Corolla   , 1.6 Advance   , 2017   , LPG & Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 47.000 km   ,
1466, Renault   , Fluence   , 1.5 dCi Touch Plus   , 2015   , Dizel   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 170.000 km   ,
1467, Peugeot   , 106   , XN   , 1999   , LPG & Benzin   , Düz   , 1124 cc   , 61 hp   , 261.500 km   ,
1468, Tofaş   , Doğan   , SLX   , 2001   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 260.000 km   ,
1469, BMW   , 3 Serisi   , 320d xDrive Comfort   , 2011   , Dizel   , Otomatik   , 1995 cc   , 184 hp   , 214.905 km   ,
1470, Tofaş   , Kartal   , Kartal 5 Vites   , 1994   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 95.000 km   ,
1471, Volkswagen   , Passat   , 1.8 TSi Comfortline   , 2010   , Benzin   , Otomatik   , 1798 cc   , 160 hp   , 122.500 km   ,
1472, Honda   , Civic   , 1.6 i-VTEC Elegance   , 2007   , LPG & Benzin   , Otomatik   , 1595 cc   , 125 hp   , 250.000 km   ,
1473, Ford   , Focus   , 1.6 Trend X   , 2015   , LPG & Benzin   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 52.000 km   ,
1474, Peugeot   , 206   , 1.6 XS   , 2003   , LPG & Benzin   , Düz   , 1587 cc   , 112 hp   , 174.500 km   ,
1475, Volkswagen   , Passat   , 1.6 TDi BlueMotion Trendline   , 2018   , Dizel   , Düz   , 1598 cc   , 120 hp   , 23.000 km   ,
1476, Fiat   , Punto   , EVO 1.3 Multijet Dynamic   , 2011   , Dizel   , Düz   , 1201 - 1400 cm3   , 51 - 75 HP   , 300.000 km   ,
1477, Honda   , Accord   , 2.0 Executive   , 2009   , LPG & Benzin   , Otomatik   , 1998 cc   , 156 hp   , 200.000 km   ,
1478, Ford   , Escort   , 1.6 CL   , 1996   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 220.000 km   ,
1479, Renault   , Symbol   , 1.4 Authentique   , 2008   , LPG & Benzin   , Düz   , 1390 cc   , 75 hp   , 121.000 km   ,
1480, Opel   , Insignia   , 1.6 CDTI Design   , 2017   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 200.000 km   ,
1481, Citroen   , C4   , 1.6 SX   , 2006   , LPG & Benzin   , Düz   , 1587 cc   , 111 hp   , 182.000 km   ,
1482, Fiat   , Uno   , 70 S   , 1995   , LPG & Benzin   , Düz   , 1372 cc   , 71 hp   , 282.000 km   ,
1483, Seat   , Ibiza   , 1.4 Style   , 2013   , LPG & Benzin   , Düz   , 1390 cc   , 85 hp   , 89.000 km   ,
1484, Toyota   , Corolla   , 1.6 Advance   , 2017   , LPG & Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 47.000 km   ,
1485, Renault   , Fluence   , 1.5 dCi Touch Plus   , 2015   , Dizel   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 170.000 km   ,
1486, Peugeot   , 106   , XN   , 1999   , LPG & Benzin   , Düz   , 1124 cc   , 61 hp   , 261.500 km   ,
1487, Tofaş   , Doğan   , SLX   , 2001   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 260.000 km   ,
1488, BMW   , 3 Serisi   , 320d xDrive Comfort   , 2011   , Dizel   , Otomatik   , 1995 cc   , 184 hp   , 214.905 km   ,
1489, Tofaş   , Kartal   , Kartal 5 Vites   , 1994   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 95.000 km   ,
1490, Volkswagen   , Passat   , 1.8 TSi Comfortline   , 2010   , Benzin   , Otomatik   , 1798 cc   , 160 hp   , 122.500 km   ,
1491, Honda   , Civic   , 1.6 i-VTEC Elegance   , 2007   , LPG & Benzin   , Otomatik   , 1595 cc   , 125 hp   , 250.000 km   ,
1492, Ford   , Focus   , 1.6 Trend X   , 2015   , LPG & Benzin   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 52.000 km   ,
1493, Peugeot   , 206   , 1.6 XS   , 2003   , LPG & Benzin   , Düz   , 1587 cc   , 112 hp   , 174.500 km   ,
1494, Volkswagen   , Passat   , 1.6 TDi BlueMotion Trendline   , 2018   , Dizel   , Düz   , 1598 cc   , 120 hp   , 23.000 km   ,
1495, Fiat   , Punto   , EVO 1.3 Multijet Dynamic   , 2011   , Dizel   , Düz   , 1201 - 1400 cm3   , 51 - 75 HP   , 300.000 km   ,
1496, Honda   , Accord   , 2.0 Executive   , 2009   , LPG & Benzin   , Otomatik   , 1998 cc   , 156 hp   , 200.000 km   ,
1497, Ford   , Escort   , 1.6 CL   , 1996   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 220.000 km   ,
1498, Renault   , Symbol   , 1.4 Authentique   , 2008   , LPG & Benzin   , Düz   , 1390 cc   , 75 hp   , 121.000 km   ,
1499, Opel   , Insignia   , 1.6 CDTI Design   , 2017   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 200.000 km   ,
1500, Citroen   , C4   , 1.6 SX   , 2006   , LPG & Benzin   , Düz   , 1587 cc   , 111 hp   , 182.000 km   ,
1501, Fiat   , Uno   , 70 S   , 1995   , LPG & Benzin   , Düz   , 1372 cc   , 71 hp   , 282.000 km   ,
1502, Seat   , Ibiza   , 1.4 Style   , 2013   , LPG & Benzin   , Düz   , 1390 cc   , 85 hp   , 89.000 km   ,
1503, Toyota   , Corolla   , 1.6 Advance   , 2017   , LPG & Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 47.000 km   ,
1504, Renault   , Fluence   , 1.5 dCi Touch Plus   , 2015   , Dizel   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 170.000 km   ,
1505, Peugeot   , 106   , XN   , 1999   , LPG & Benzin   , Düz   , 1124 cc   , 61 hp   , 261.500 km   ,
1506, Tofaş   , Doğan   , SLX   , 2001   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 260.000 km   ,
1507, BMW   , 3 Serisi   , 320d xDrive Comfort   , 2011   , Dizel   , Otomatik   , 1995 cc   , 184 hp   , 214.905 km   ,
1508, Tofaş   , Kartal   , Kartal 5 Vites   , 1994   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 95.000 km   ,
1509, Volkswagen   , Passat   , 1.8 TSi Comfortline   , 2010   , Benzin   , Otomatik   , 1798 cc   , 160 hp   , 122.500 km   ,
1510, Honda   , Civic   , 1.6 i-VTEC Elegance   , 2007   , LPG & Benzin   , Otomatik   , 1595 cc   , 125 hp   , 250.000 km   ,
1511, Ford   , Focus   , 1.6 Trend X   , 2015   , LPG & Benzin   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 52.000 km   ,
1512, Peugeot   , 206   , 1.6 XS   , 2003   , LPG & Benzin   , Düz   , 1587 cc   , 112 hp   , 174.500 km   ,
1513, Volkswagen   , Passat   , 1.6 TDi BlueMotion Trendline   , 2018   , Dizel   , Düz   , 1598 cc   , 120 hp   , 23.000 km   ,
1514, Fiat   , Punto   , EVO 1.3 Multijet Dynamic   , 2011   , Dizel   , Düz   , 1201 - 1400 cm3   , 51 - 75 HP   , 300.000 km   ,
1515, Honda   , Accord   , 2.0 Executive   , 2009   , LPG & Benzin   , Otomatik   , 1998 cc   , 156 hp   , 200.000 km   ,
1516, Ford   , Escort   , 1.6 CL   , 1996   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 220.000 km   ,
1517, Renault   , Symbol   , 1.4 Authentique   , 2008   , LPG & Benzin   , Düz   , 1390 cc   , 75 hp   , 121.000 km   ,
1518, Opel   , Insignia   , 1.6 CDTI Design   , 2017   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 200.000 km   ,
1519, Citroen   , C4   , 1.6 SX   , 2006   , LPG & Benzin   , Düz   , 1587 cc   , 111 hp   , 182.000 km   ,
1520, Fiat   , Uno   , 70 S   , 1995   , LPG & Benzin   , Düz   , 1372 cc   , 71 hp   , 282.000 km   ,
1521, Seat   , Ibiza   , 1.4 Style   , 2013   , LPG & Benzin   , Düz   , 1390 cc   , 85 hp   , 89.000 km   ,
1522, Toyota   , Corolla   , 1.6 Advance   , 2017   , LPG & Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 47.000 km   ,
1523, Renault   , Fluence   , 1.5 dCi Touch Plus   , 2015   , Dizel   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 170.000 km   ,
1524, Peugeot   , 106   , XN   , 1999   , LPG & Benzin   , Düz   , 1124 cc   , 61 hp   , 261.500 km   ,
1525, Tofaş   , Doğan   , SLX   , 2001   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 260.000 km   ,
1526, BMW   , 3 Serisi   , 320d xDrive Comfort   , 2011   , Dizel   , Otomatik   , 1995 cc   , 184 hp   , 214.905 km   ,
1527, Tofaş   , Kartal   , Kartal 5 Vites   , 1994   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 95.000 km   ,
1528, Volkswagen   , Passat   , 1.8 TSi Comfortline   , 2010   , Benzin   , Otomatik   , 1798 cc   , 160 hp   , 122.500 km   ,
1529, Honda   , Civic   , 1.6 i-VTEC Elegance   , 2007   , LPG & Benzin   , Otomatik   , 1595 cc   , 125 hp   , 250.000 km   ,
1530, Ford   , Focus   , 1.6 Trend X   , 2015   , LPG & Benzin   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 52.000 km   ,
1531, Peugeot   , 206   , 1.6 XS   , 2003   , LPG & Benzin   , Düz   , 1587 cc   , 112 hp   , 174.500 km   ,
1532, Volkswagen   , Passat   , 1.6 TDi BlueMotion Trendline   , 2018   , Dizel   , Düz   , 1598 cc   , 120 hp   , 23.000 km   ,
1533, Fiat   , Punto   , EVO 1.3 Multijet Dynamic   , 2011   , Dizel   , Düz   , 1201 - 1400 cm3   , 51 - 75 HP   , 300.000 km   ,
1534, Honda   , Accord   , 2.0 Executive   , 2009   , LPG & Benzin   , Otomatik   , 1998 cc   , 156 hp   , 200.000 km   ,
1535, Ford   , Escort   , 1.6 CL   , 1996   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 220.000 km   ,
1536, Renault   , Symbol   , 1.4 Authentique   , 2008   , LPG & Benzin   , Düz   , 1390 cc   , 75 hp   , 121.000 km   ,
1537, Opel   , Insignia   , 1.6 CDTI Design   , 2017   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 200.000 km   ,
1538, Citroen   , C4   , 1.6 SX   , 2006   , LPG & Benzin   , Düz   , 1587 cc   , 111 hp   , 182.000 km   ,
1539, Honda   , Civic   , 1.6 ES   , 2000   , LPG & Benzin   , Otomatik   , 1590 cc   , 126 hp   , 289.068 km   ,
1540, Fiat   , Uno   , 70 S   , 1995   , LPG & Benzin   , Düz   , 1372 cc   , 71 hp   , 282.000 km   ,
1541, Seat   , Ibiza   , 1.4 Style   , 2013   , LPG & Benzin   , Düz   , 1390 cc   , 85 hp   , 89.000 km   ,
1542, Toyota   , Corolla   , 1.6 Advance   , 2017   , LPG & Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 47.000 km   ,
1543, Renault   , Fluence   , 1.5 dCi Touch Plus   , 2015   , Dizel   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 170.000 km   ,
1544, Peugeot   , 106   , XN   , 1999   , LPG & Benzin   , Düz   , 1124 cc   , 61 hp   , 261.500 km   ,
1545, Tofaş   , Doğan   , SLX   , 2001   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 260.000 km   ,
1546, BMW   , 3 Serisi   , 320d xDrive Comfort   , 2011   , Dizel   , Otomatik   , 1995 cc   , 184 hp   , 214.905 km   ,
1547, Tofaş   , Kartal   , Kartal 5 Vites   , 1994   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 95.000 km   ,
1548, Volkswagen   , Passat   , 1.8 TSi Comfortline   , 2010   , Benzin   , Otomatik   , 1798 cc   , 160 hp   , 122.500 km   ,
1549, Honda   , Civic   , 1.6 i-VTEC Elegance   , 2007   , LPG & Benzin   , Otomatik   , 1595 cc   , 125 hp   , 250.000 km   ,
1550, Ford   , Focus   , 1.6 Trend X   , 2015   , LPG & Benzin   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 52.000 km   ,
